English,Indonesia
Mary was amazed at how precisely Tom sensed how she was feeling.,Mary takjub pada Tom yang bisa dengan tepat merasakan apa yang ia rasakan.
There are usually between two and five lunar eclipses each year.,Biasanya ada dua sampai lima gerhana bulan setiap tahun.
This book is for students whose native language is not Japanese.,Buku ini diperuntukkan bagi siswa yang bahasa ibunya bukan bahasa Jepang.
Tom blew his top when he heard that Mary had gone out with John.,Tom menjadi emosi ketika ia mendengar kalau Mary pergi keluar dengan John.
Tom doesn't know the difference between a fable and a fairytale.,Tom tidak tahu perbedaan fabel dan dongeng.
"Daddy, I can't walk any more. Could you give me a piggyback ride?","Ayah, aku sudah tidak kuat berjalan. Bisakah ayah menggendongku?"
I think it's time for me to spend a little time with my children.,Kurasa sudah waktunya bagiku menyisihkan sedikit waktu untuk bersama dengan anak-anakku.
The only thing that matters is whether or not you can do the job.,Satu-satunya yang menjadi masalah adalah bisa tidaknya kamu melakukan pekerjaan ini.
There are more cars on the road in the summer than in the winter.,Ada lebih banyak mobil di jalan saat musim panas dari pada di musim dingin.
Tom is good with his hands and has built many interesting things.,Tom memiliki tangan yang kreatif dan telah membuat berbagai benda yang menarik.
Tom said he didn't think that Mary knew how to cook Chinese food.,Tom bilang bahwa ia tidak berpikir Mary tahu bagaimana memasak masakan Tionghoa.
Tom said he was planning on visiting an old girlfriend in Boston.,Tom bilang ia berencana untuk mengunjungi mantan kekasihnya di Boston.
"We got stuck in a traffic jam, which made us twenty minutes late.","Kami terjebak dalam kemacetan lalu lintas, yang membuat kami terlambat dua puluh menit."
We have adequate inventories of the product to meet local demand.,Kami memiliki pasokan produk yang cukup untuk memenuhi permintaan lokal.
"When I was a child, my mother would often read fairy tales to me.","Ketika aku kecil, ibu sering membacakan dongeng untukku."
"When she was in Los Angeles, she had at least six different jobs.","Ketika ia berada di Los Angeles, ia memiliki setidaknya enam pekerjaan yang berbeda."
Why don't you go fishing with us this weekend if you aren't busy?,"Mengapa kamu tidak ikut memancing dengan kami akhir minggu ini, jika kamu tidak sibuk?"
You might be required to submit a copy of your birth certificate.,Kamu mungkin harus memasukkan salinan akta kelahiranmu.
You wouldn't be so casual about it if you were directly involved.,Kamu tidak akan bisa sesantai itu jika kamu terlibat langsung.
"After getting through customs, I was free to go wherever I wanted.","Setelah melalui pemeriksaan pabean, saya bebas pergi ke mana pun yang saya inginkan."
"After the summer holidays, the children have to go back to school.","Setelah libur musim panas, anak-anak harus kembali ke sekolah."
He must have been sleeping because he didn't answer the telephone.,"Dia tidak mengangkat teleponnya, pasti dia sedang tidur."
I drank a lot and can't remember much of what happened last night.,Aku banyak minum dan tidak begitu ingat apa yang terjadi semalam.
"I'm glad that they fixed the heating system, but now it's too hot.","Aku senang mereka telah memperbaiki sistem pemanasnya, tapi sekarang malah terlalu panas."
I've been waiting since six o'clock and still my turn hasn't come.,Saya sudah menunggu sejak pukul enam dan masih belum mendapat giliran.
"If I tell my mother, she'll worry, so I don't think I'll tell her.","Bila aku katakan pada ibuku, dia akan kuatir, maka aku tidak berfikir untuk mengatakannya."
It's said that the Vikings discovered America before Columbus did.,Dikatakan bahwa bangsa Viking lebih dulu menemukan benua Amerika sebelum Columbus.
"Many years later, the author added two more chapters to the novel.","Bertahun-tahun kemudian, penulis itu menambahkan dua bab lagi ke dalam novel."
The drivers began arguing about who was to blame for the accident.,Para sopir itu mulai berdebat siapa yang salah dalam kecelakaan itu.
Tom can no longer afford to live in the style he is accustomed to.,Tom tidak lagi bisa hidup dengan gaya hidupnya yang biasa.
"I don't know what's going on around here, but I intend to find out.","Aku tidak tahu apa yang terjadi di sini, tapi aku berniat mencari tahu."
"I like steak better than anything else, and eat it every other day.","Aku suka steik dibanding makanan yang lain, dan aku memakannya setiap hari."
"I suspected that he was telling a lie, but that didn't surprise me.","Aku telah menduga bahwa dia berbohong, tapi itu tidak membuatku terkejut."
I want to go to sleep soon because I need to get up early tomorrow.,Aku ingin segera tidur karena aku harus bangun pagi besok.
"I'm not a child, but sometimes you talk to me as if I were a child.","Aku bukan anak kecil, tapi kadang-kadang kamu bicara padaku seakan-akan aku ini anak kecil."
It was because he was injured that he decided to return to America.,"Karena terluka, dia memutuskan untuk kembali ke Amerika."
Japanese companies generally provide their employees with uniforms.,Perusahan Jepang umumnya menyediakan seragam untuk para karyawannya.
Some people think eating at home is better for you than eating out.,Beberapa orang berpikir makan dirumah lebih baik bagimu daripada makan diluar.
The teacher pointed out several mistakes in my English composition.,Guruku menunjukkan beberapa kesalahan dalam karangan bahasa Inggrisku.
"When all the group members are silent, somebody must break the ice.","Ketika semua anggota grup terhening, seseorang harus mencairkan suasana."
Japan's changing economic policy is tied up with the labor shortage.,Kebijakan ekonomi Jepang yang terus berubah dipengaruhi oleh kurangnya tenaga kerja.
Most students are tired of having to take examinations all the time.,Sebagian besar siswa lelah setiap waktu mengikuti ujian.
The Brandenburg Gate is one of the most famous landmarks in Germany.,Gerbang Bradenburg adalah salah satu tengaran yang paling terkenal di Jerman.
Tom can't even play one song on his ukulele without making mistakes.,Tom bahkan bisa memainkan satu lagu dengan ukulelenya tanpa membuat kesalahan.
"Tom is married to Mary now, but at one time he was married to Alice.","Tom menikah dengan Mary saat ini, tetapi sebelumnya ia menikah dengan Alice."
Children learn to respond to rhythmical sounds from a very young age.,Anak-anak belajar untuk merespon suara yang berima sejak usia kecil.
They didn't say a word to each other for the rest of the school year.,Mereka tidak saling menyapa selama sisa tahun mereka bersekolah.
"Tom asked me to do him a favor. However, I couldn't do what he asked.","Tom memintaku melakukan sesuatu untuknya. Tetapi, aku tidak dapat melakukan apa yang ia minta."
"Valentine's Day is close, and I still don't know what to give to her.","Hari Valentine hampir berakhir, dan aku masih tidak tahu apa yang akan kuberikan padanya."
He wondered how many times the sun would rise before his salary would.,Dia berpikir tentang berapa kali matahari akan naik sebelum gajinya.
"I don't think the gun is loaded, but you should still be very careful.","Menurutku pistol itu tidak berpeluru, tapi kamu masih harus berhati-hati."
"She is popular not because of her beauty, but because of her kindness.","Gadis itu terkenal bukan karena kecantikannya, tapi karena kebaikannya."
Tom can meet you at the airport if you let him know your arrival time.,Tom bisa menemuimu di bandara jika kamu memberitahukannya waktu kedatanganmu.
Many of the things Pizzaro had heard about the Inca treasure were true.,Banyak hal yang didengar oleh Pizzaro tentang imperium Inca itu benar adanya.
"Since he could not work out the problem that way, he tried another way.","Semenjak dia tidak dapat menyelesaikan masalah dengan cara itu, dia mencoba dengan cara lain."
The United States has almost a fourth of the world's prison population.,Amerika Serikat memiliki hampir seperempat penghuni penjara dunia.
The old man was hit by a car and was immediately taken to the hospital.,Pria tua itu tertabrak sebuah mobil dan segera dilarikan ke rumah sakit.
Tom has been meaning to clean out his badly cluttered garage for years.,Tom berniat untuk membersihkan garasinya yang sudah tidak dibersihkan selama bertahun tahun
We learn from experience that men never learn anything from experience.,Kita belajar dari pengalaman bahwa kita tidak pernah belajar apapun dari pengalaman.
"Had they left a little earlier, they would have avoided the traffic jam.","Kalau mereka meninggalkan lebih awal, mereka akan dapat menghindari kemacetan."
I assume you're not interested in playing tennis with us this afternoon.,Saya beranggapan kamu tidak ingin bermain tenis dengan kami siang ini.
"If you had come only two minutes earlier, you could have caught the bus.","Jika saja kau datang 2 menit lebih awal, kau pasti bisa sempat naik bus."
Just because you're my girlfriend doesn't mean I have to agree with you.,"Meskipun kau adalah pacarku, bukan berarti aku harus setuju denganmu."
Nothing is the matter with the car. It's just that you are a bad driver.,Tidak ada yang salah dengan mobilnya. Hanya saja kamu tidak bisa mengemudi.
"The morning after I arrived there, I took a walk into the woods of oaks.","Pada pagi saya tiba di sana, saya berjalan-jalan dalam hutan Oak"
The only way to handle him is to let him think he is having his own way.,Satu cara untuk menanganinya adalah membiarkannya berfikir dengan caranya sendiri.
Tom opened up the crate with a crowbar and took out a stick of dynamite.,Tom membuka peti kayunya dengan linggis dan mengambil sebatang dinamit.
I told you the concert was going to be boring. Why didn't you believe me?,Saya sudah katakan bahwa konsernya akan membosankan. Kenapa kamu tidak mempercayai saya?
"If Tom hadn't helped Mary, she wouldn't have stood a chance of surviving.","Jika Tom tidak menolong Mary tadi, mungkin dia tidak akan selamat."
"This room is very small, so it is impossible to put more furniture in it.",Ruangan ini terlalu sempit. Mustahil untuk menambah perabotan lagi di sini.
Tom had to read the sign on the door three times before he understood it.,Tom harus membaca petunjuk di pintu tiga kali untuk mengerti isi petunjuk itu.
"We are all equal before the law, but the rich often have a big advantage.","Di hadapan hukum kita semua sejajar, tetapi orang kaya terkadang memiliki keuntungan lebih."
Tom waited for the applause to die down before he announced the next song.,Tom menunggu tepuk tangan mereda sebelum dia mengumumkan lagu selanjutnya.
"When we are asleep, bodily functions slow down and body temperature falls.","Ketika kita tertidur, fungsi-fungsi di dalam tubuh kita melambat dan suhu tubuh kita menurun."
"As a result of a traffic jam, he wasn't able to see her off at the station.","Akibat dari kemacetan lalu lintas, dia tidak dapat melihat keberangkatannya di stasiun."
"By the time my father retires, he will have worked for almost thirty years.","Saat ayahku pensiun nanti, dia sudah hampir 30 tahun bekerja."
"If he had been a little more careful, the accident would have been avoided.","Kalau saja dia sedikit lebih berhati-hati, dia bisa terhindar dari kecelakaan itu."
"If you had left a little earlier, you would have avoided the heavy traffic.","Bila kamu pergi lebih awal, mungkin kamu bisa menghindari kemacetan yang parah ini."
Just give me some time. I'm sure I can figure out how to solve the problem.,Berikan aku sedikit waktu. Aku yakin aku bisa menemukan cara untuk menyelesaikan masalah ini.
"I must have tried on everything in the shop, but nothing looked right on me.","Aku sudah mencoba semuanya yang ada di toko, tapi tidak ada yang cocok denganku."
It would take me too much time to explain to you why it's not going to work.,Akan membutuhkan waktu yang terlalu lama untuk menjelaskan kepadamu mengapa hal ini tidak akan berhasil.
